Year,Day,Number,TrackName,ArtistName
2019,2,2,純白サンクチュアリィ,茅原実里
2019,2,3,TERMINATED,茅原実里
2019,2,4,not GAME,畠中 祐
2019,2,5,カサブタ,畠中 祐
2019,2,6,FEELING AROUND,鈴木みのり
2019,2,7,ダメハダメ,鈴木みのり
2019,2,8,Nameless Story,寺島拓篤
2019,2,9,"Buddy, steady, go!",寺島拓篤&ウルトラマンタイガ
2019,2,10,UNSTOPPABLE,RAISE A SUILEN
2019,2,11,せかいのっびのびトレジャー！,弦巻こころ&ミッシェル＋RAISE A SUILEN
2019,2,12,ゼロセンチメートル,大原ゆい子
2019,2,13,気まぐれロマンティック,高木さん feat. 大原ゆい子
2019,2,14,Next Season,栗林みな実
2019,2,15,Crystal Energy,栗林みな実
2019,2,16,輪舞-revolution,奥井雅美×栗林みな実
2019,2,17,DRIVE A LIVE,アイドルマスター SideM
2019,2,18,LET'S GO!!～RAY OF LIGHT～Legacy of Spirit,アイドルマスター SideM
2019,2,19,PRIDE STAR,アイドルマスター SideM
2019,2,20,約束タワー～舞台少女心得,スタァライト九九組
2019,2,21,THE GALAXY EXPRESS 999,スタァライト99組
2019,2,22,Star Divine,スタァライト九九組
2019,2,23,この世の果てで恋を唄う少女,亜咲花
2019,2,24,SHINY DAYS,亜咲花
2019,2,25,Get Wild,亜咲花×鈴木みのり
2019,2,26,ダイスキ。,大橋彩香
2019,2,27,ワガママMIRROR HEART,橋彩香
2019,2,28,Another colony,TRUE
2019,2,29,Blast!,RUE
2019,2,30,DREAM SOLISTER,TRUE×北宇治カルテット
2019,2,31,トゥッティ！,北宇治カルテット
2019,2,32,Violet Snow,結城アイラ
2019,2,33,エイミー,茅原実里
2019,2,34,Wonder Caravan！,水瀬いのり
2019,2,35,Ready Steady Go!,水瀬いのり
2019,2,36,TRUST IN ETERNITY,水瀬いのり
2019,2,37,THE BEYOND,angela
2019,2,38,全力☆Shangri-La～全力☆シドニア（全力☆Summer!～Shangri-La～全力☆Summer!～シドニア）,angela
2019,2,39,SURVIVE!,angela
2019,2,40,High Free Spirits!,TrySail
2019,2,41,Sunset カンフー,TrySail
2019,2,42,adrenaline!!!,TrySail
2019,2,43,僕らの走ってきた道は…,Aqours
2019,2,44,青空Jumping Heart,Aqours
2019,2,45,想いよひとつになれ,Aqours
2019,2,46,勇気はどこに？君の胸に！,Aqours
2019,2,47,CROSSING STORIES,アニサマ2019出演アーティスト
2019,3,1,Preserved Roses,藍井エイル×蒼井翔太
2019,3,2,スタートダッシュ,スピラ・スピカ
2019,3,3,イヤヨイヤヨモスキノウチ！,スピラ・スピカ
2019,3,4,TOKIMEKI Runners,虹ヶ咲学園スクールアイドル同好会
2019,3,5,ボン♡キュッ♡ボンは彼のモノ♡,上坂すみれ
2019,3,6,last sparkle,上坂すみれ
2019,3,7,SHIORI～CheerS,ClariS
2019,3,8,secret base ～君がくれたもの～,ClariS
2019,3,9,コノユビトマレ,JUNNA
2019,3,10,イルイミ,JUNNA
2019,3,11,Believe in Sky,今井麻美
2019,3,12,遠い音楽,今井麻美
2019,3,13,Speechless,内田雄馬
2019,3,14,Hands,OxTx内田雄馬
2019,3,15,鼓動エスカレーション,内田真礼
2019,3,16,youthful beautiful,内田真礼
2019,3,17,魔女になりたい姫と姫になりたい魔女のラプソディー,内田真礼 feat. 上坂すみれ
2019,3,18,BRAVER,ZAQ
2019,3,19,ソラノネ,ZAQ
2019,3,20,buzz★Parade～心絵,buzz★Vibes
2019,3,21,EZ DO DANCE～buzz★Parade,buzz★Vibes feat. MOTSU
2019,3,22,Don't say “lazy”,放課後ティータイム
2019,3,23,GO! GO! MANIAC,放課後ティータイム
2019,3,24,Tread on the Tiger's Tail,JAM Project
2019,3,25,静寂のアポストル,JAM Project
2019,3,26,HERO,JAM Project
2019,3,27,SKILL,JAM Project with アニサマフレンズ
2019,3,28,ハム太郎とっとこうた,小倉 唯×内田真礼
2019,3,29,ハイタッチ☆メモリー,小倉 唯
2019,3,30,Raise,小倉 唯
2019,3,31,ROAR,黒崎真音
2019,3,32,幻想の輪舞,黒崎真音
2019,3,33,Tone,蒼井翔太
2019,3,34,UNLIMITED,蒼井翔太
2019,3,35,Clattanoia,OxT
2019,3,36,ゴールデンアフタースクール,OxT
2019,3,37,UNION,OxTxSSSS.GRIDMAN
2019,3,38,ティアドロップス,Poppin’Party feat.アニサマバンド
2019,3,39,STAR BEAT!～ホシノコドウ～,Poppin’Party
2019,3,40,キズナミュージック♪,Poppin’Party
2019,3,41,シリウス,藍井エイル
2019,3,42,INNOCENCE,藍井エイル
2019,3,43,月を追う真夜中,藍井エイル
2019,3,44,IGNITE,藍井エイル
2019,3,45,CROSSING STORIES,アニサマ2019出演アーティスト
